date,open,high,low,close,volume,SMA,EMA,RSI,MACD,MACD_signal,MACD_diff,BB_upper,BB_lower,BB_middle
2024-10-26,79.89,79.89,79.3,79.5,341527,84.8105,84.3238285407788,26.044369986804227,-1.8734119708037724,-1.3742191400709083,-0.49919283073286413,89.41015422613545,80.21084577386456,84.8105
2024-10-27,79.33,79.83,79.21,79.37,470886,84.45750000000001,83.85203534641892,25.757010379441013,-2.03337393364545,-1.5060500987858167,-0.5273238348596332,89.56177614848627,79.35322385151375,84.45750000000001
2024-10-28,79.36,80.06,75.27,76.2,51305207,83.975,83.1232700753314,19.970658464902115,-2.3884053981664692,-1.6825211586619473,-0.705884239504522,90.16950240132375,77.78049759867623,83.975
2024-10-29,77.62,78.01,74.99,77.45,33526045,83.358,82.58295863958556,26.940479719344594,-2.5396305581397343,-1.8539430385575049,-0.6856875195822294,89.57100120714667,77.14499879285334,83.358
2024-10-30,78.0,78.35,76.09,76.19,27785265,82.8595,81.9741054358155,24.613507890323703,-2.7296829705616403,-2.029091024958332,-0.7005919456033083,89.66487868160222,76.05412131839778,82.8595
2024-10-31,75.51,76.87,74.8,75.25,26663379,82.3415,81.33371444192831,23.01629361935713,-2.9224626900310824,-2.207765357972882,-0.7146973320582002,89.77841676704843,74.90458323295157,82.3415
2024-11-01,75.68,76.82,74.82,76.62,21368476,81.895,80.88478925698276,30.132406824348507,-2.9309087643728873,-2.3523940392528835,-0.5785147251200038,89.57604810556516,74.21395189443483,81.895
2024-11-02,76.84,77.39,76.5,77.12,9935881,81.46650000000001,80.52623789917487,32.58178259649178,-2.8642393495196217,-2.454763101306231,-0.40947624821339046,89.20883627531163,73.7241637246884,81.46650000000001
2024-11-03,77.46,77.7,77.06,77.56,287756,81.0095,80.2437390516344,34.749636089825586,-2.744264858115841,-2.512663452668153,-0.2316014054476878,88.53828602432068,73.48071397567932,81.0095
2024-11-04,77.46,77.86,77.35,77.63,209237,80.5575,79.99481152290733,35.107139041463185,-2.6134100302853653,-2.5328127681915955,-0.08059726209376983,87.75064639083666,73.36435360916335,80.5575
2024-11-05,76.99,78.15,76.95,77.38,15830610,80.13550000000001,79.745781854059,34.382599561665046,-2.5010490109847154,-2.5264600167502196,0.025411005765504147,87.02821637310042,73.2427836268996,80.13550000000001
